16 12
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57
57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57
